id;shape;color;clarity;report;type;cut
9879429;Round;D;VS1;GIA;natural;Ideal
9821116;Round;G;VS2;GIA;natural;Ideal
9736358;Round;G;VS1;GIA;natural;Super Ideal
9945991;Emerald;D;VS1;GIA;natural;Ideal
9989757;Round;E;SI1;GIA;natural;Very Good
9946679;Emerald;J;VVS2;GIA;natural;Ideal
9946286;Round;D;VS1;GIA;natural;Very Good
9946303;Oval;F;VVS1;GIA;natural;Ideal
9982169;Marquise;D;VS2;GIA;natural;Ideal
10061705;Pear;E;VS2;GIA;natural;Ideal
10003630;Emerald;D;VVS2;GIA;natural;Very Good
9406488;Round;E;VVS2;GIA;natural;Super Ideal
9702460;Round;D;VS1;GIA;natural;Super Ideal
9488504;Round;D;VS1;GIA;natural;Super Ideal
9812433;Round;D;VS1;GIA;natural;Super Ideal
9241802;Round;G;VVS2;GIA;natural;Super Ideal
9702362;Round;D;VS1;GIA;natural;Super Ideal
9243401;Round;F;VVS2;GIA;natural;Super Ideal
9702251;Round;F;VVS2;GIA;natural;Super Ideal
9243275;Round;E;VVS2;GIA;natural;Super Ideal
9754007;Round;D;VS1;GIA;natural;Super Ideal
9488518;Round;D;VS2;GIA;natural;Super Ideal
9405592;Round;D;VVS2;GIA;natural;Super Ideal
9702282;Round;D;VS1;GIA;natural;Super Ideal
9488581;Round;D;VS1;GIA;natural;Super Ideal
9479147;Round;F;VVS2;GIA;natural;Super Ideal
9243531;Round;E;VVS2;GIA;natural;Super Ideal
9403403;Round;G;VVS1;GIA;natural;Super Ideal
9240758;Round;E;VVS2;GIA;natural;Super Ideal
9702513;Round;D;VS1;GIA;natural;Super Ideal
9404101;Round;G;VVS1;GIA;natural;Super Ideal
9242084;Round;E;VVS2;GIA;natural;Super Ideal
10046528;Round;I;VS2;GIA;natural;Super Ideal
9717051;Round;D;VS1;GIA;natural;Super Ideal
9240985;Round;E;VVS2;GIA;natural;Super Ideal
9488741;Round;D;VS1;GIA;natural;Super Ideal
9967271;Round;F;VVS2;GIA;natural;Super Ideal
9697553;Round;E;SI1;GIA;natural;Ideal
9925686;Round;F;SI1;GIA;natural;Super Ideal
9945926;Oval;F;VVS1;GIA;natural;Ideal
9964727;Emerald;D;VS2;GIA;natural;Ideal
10060984;Round;I;VVS1;GIA;natural;Super Ideal
9963476;Pear;E;VVS1;GIA;natural;Super Ideal
9925295;Round;D;SI2;GIA;natural;Super Ideal
10073536;Oval;F;VS2;GIA;natural;Ideal
10010720;Pear;E;VS2;GIA;natural;Ideal
9997010;Round;D;SI2;GIA;natural;Super Ideal
9930246;Round;I;VS1;IGI;natural;Good
10073414;Oval;E;SI1;GIA;natural;Ideal
10080074;Round;E;VVS2;GIA;natural;Very Good
9950981;Round;G;VVS1;GIA;natural;Very Good
9736145;Round;H;VVS1;GIA;natural;Ideal
10082669;Round;G;VS2;GIA;natural;Super Ideal
10082495;Round;F;VVS2;GIA;natural;Super Ideal
10086190;Round;G;VS1;GIA;natural;Very Good
10082308;Round;J;VS2;GIA;natural;Ideal
10054608;Round;H;SI1;GIA;natural;Super Ideal
10054679;Round;H;VVS1;GIA;natural;Super Ideal
9946819;Oval;D;VS1;GIA;natural;Very Good
10021819;Emerald;D;VS1;GIA;natural;Ideal
10017237;Round;G;SI1;GIA;natural;Super Ideal
10073205;Round;G;SI2;GIA;natural;Super Ideal
10011753;Heart;D;SI1;GIA;natural;Very Good
9844905;Round;D;VS1;GIA;natural;Very Good
9832758;Oval;E;SI2;GIA;natural;Very Good
10012460;Oval;F;VS2;GIA;natural;Ideal
10021353;Round;D;SI2;GIA;natural;Super Ideal
9898677;Emerald;G;VVS2;GIA;natural;Very Good
9959608;Pear;D;SI2;GIA;natural;Ideal
9867381;Round;H;VVS1;GIA;natural;Super Ideal
9899163;Round;G;VS1;GIA;natural;Ideal
9865941;Oval;E;VS2;GIA;natural;Ideal
9907903;Heart;G;VS1;GIA;natural;Very Good
9926196;Pear;F;VVS2;GIA;natural;Ideal
9947398;Emerald;H;SI2;GIA;natural;Ideal
9908954;Heart;G;VS2;GIA;natural;Very Good
9964489;Marquise;D;SI1;GIA;natural;Ideal
10051748;Emerald;I;VS2;GIA;natural;Very Good
9900474;Pear;D;VS2;GIA;natural;Ideal
9741393;Pear;E;VS1;GIA;natural;Ideal
9975033;Marquise;D;SI1;GIA;natural;Very Good
9943832;Pear;D;SI2;GIA;natural;Ideal
10089196;Princess;G;VS2;GIA;natural;Ideal
10089175;Princess;E;SI2;GIA;natural;Very Good
10090587;Pear;D;VS2;GIA;natural;Ideal
9877701;Emerald;F;SI1;GIA;natural;Ideal
9841782;Round;I;IF;GIA;natural;Very Good
9702174;Round;G;IF;GIA;natural;Super Ideal
9983817;Round;G;SI1;GIA;natural;Super Ideal
9655016;Round;E;SI1;GIA;natural;Ideal
9947552;Emerald;D;VS1;GIA;natural;Ideal
9899146;Round;E;SI1;GIA;natural;Ideal
9619056;Round;H;VS2;GIA;natural;Super Ideal
9900630;Round;E;SI1;GIA;natural;Ideal
9906456;Pear;G;SI1;GIA;natural;Good
9734961;Oval;D;SI2;GIA;natural;Good
9865143;Round;H;VVS2;GIA;natural;Super Ideal
9946022;Emerald;D;VS1;GIA;natural;Ideal
9926522;Round;F;SI1;GIA;natural;Super Ideal
9983112;Pear;D;VS2;GIA;natural;Ideal
9946212;Oval;D;VS2;GIA;natural;Ideal
9947305;Oval;E;VS1;GIA;natural;Ideal
9990205;Round;F;SI1;GIA;natural;Super Ideal
9981797;Oval;F;VS2;GIA;natural;Ideal
9997934;Round;D;SI2;GIA;natural;Super Ideal
9947497;Oval;E;VS2;GIA;natural;Ideal
9944136;Emerald;D;VS1;GIA;natural;Super Ideal
9946984;Oval;E;VS2;GIA;natural;Ideal
10048802;Round;G;SI1;GIA;natural;Super Ideal
9945987;Emerald;E;VS1;GIA;natural;Ideal
9733279;Round;E;SI1;GIA;natural;Ideal
10004698;Round;F;SI1;GIA;natural;Ideal
9945768;Oval;F;VS2;GIA;natural;Ideal
9900656;Round;D;VS2;GIA;natural;Ideal
10063197;Oval;F;VS2;GIA;natural;Ideal
10062795;Emerald;D;VS1;GIA;natural;Ideal
9918751;Round;G;SI1;GIA;natural;Very Good
9908907;Pear;G;VVS2;GIA;natural;Very Good
10072722;Round;I;IF;GIA;natural;Very Good
9488699;Round;D;VS1;GIA;natural;Super Ideal
9488555;Round;D;VS1;GIA;natural;Super Ideal
9488533;Round;D;VS1;GIA;natural;Super Ideal
9403971;Round;D;VVS2;GIA;natural;Super Ideal
9244962;Round;G;VVS1;GIA;natural;Super Ideal
9488527;Round;D;VS1;GIA;natural;Super Ideal
9936323;Round;D;VS2;GIA;natural;Super Ideal
9792100;Round;F;VVS2;GIA;natural;Super Ideal
9967295;Round;F;VVS2;GIA;natural;Super Ideal
9424564;Round;D;VVS2;GIA;natural;Super Ideal
9754609;Round;D;VS1;GIA;natural;Super Ideal
10018261;Round;D;VS1;GIA;natural;Super Ideal
9956422;Round;D;VS1;GIA;natural;Super Ideal
9488520;Round;D;VS1;GIA;natural;Super Ideal
9240869;Round;F;VVS2;GIA;natural;Super Ideal
9406175;Round;F;VVS2;GIA;natural;Super Ideal
9628374;Round;D;VVS2;GIA;natural;Super Ideal
10061030;Round;E;SI2;GIA;natural;Super Ideal
10002274;Round;D;SI2;GIA;natural;Super Ideal
10011176;Marquise;F;VVS1;GIA;natural;Ideal
9924315;Marquise;E;VS1;GIA;natural;Ideal
9957241;Round;E;SI1;GIA;natural;Super Ideal
9797621;Round;G;VVS2;GIA;natural;Very Good
10000648;Round;I;VS1;GIA;natural;Very Good
10072853;Round;F;SI1;GIA;natural;Super Ideal
10089119;Princess;J;IF;GIA;natural;Ideal
10084388;Round;F;VS1;GIA;natural;Super Ideal
10081594;Emerald;D;VVS2;GIA;natural;Very Good
10081369;Emerald;D;SI1;GIA;natural;Ideal
10082981;Round;H;VS2;GIA;natural;Super Ideal
10087265;Round;F;VVS2;GIA;natural;Super Ideal
10087900;Round;D;VVS2;GIA;natural;Very Good
10047161;Round;D;SI1;GIA;natural;Ideal
10087571;Round;H;VS2;GIA;natural;Very Good
10018218;Emerald;E;VS2;GIA;natural;Super Ideal
10048773;Emerald;F;VVS1;GIA;natural;Ideal
9972741;Oval;D;SI1;GIA;natural;Ideal
9979292;Heart;G;SI1;GIA;natural;Ideal
10061712;Round;H;SI1;GIA;natural;Ideal
9598374;Round;G;VVS2;GIA;natural;Very Good
9936659;Round;E;SI2;GIA;natural;Super Ideal
9927610;Pear;D;VS2;GIA;natural;Ideal
9936277;Round;G;SI1;GIA;natural;Super Ideal
9898436;Round;E;SI1;GIA;natural;Ideal
9905706;Heart;E;SI1;GIA;natural;Ideal
9980052;Heart;E;SI1;GIA;natural;Very Good
10065745;Heart;E;VVS2;GIA;natural;Very Good
9931477;Round;D;SI2;GIA;natural;Super Ideal
10017573;Round;E;SI2;GIA;natural;Super Ideal
9968233;Round;E;SI1;GIA;natural;Super Ideal
9968970;Pear;D;SI2;GIA;natural;Ideal
10010278;Round;E;SI2;GIA;natural;Super Ideal
9881375;Emerald;J;VS1;GIA;natural;Ideal
10064330;Round;G;SI2;GIA;natural;Super Ideal
10022111;Oval;E;SI1;GIA;natural;Ideal
10088405;Emerald;F;VS2;GIA;natural;Ideal
10090839;Round;G;SI1;GIA;natural;Super Ideal
10091310;Emerald;H;IF;GIA;natural;Very Good
10091338;Round;E;SI2;GIA;natural;Very Good
10091227;Oval;D;SI2;GIA;natural;Very Good
10091261;Round;E;SI2;GIA;natural;Super Ideal
10091202;Oval;D;VS1;GIA;natural;Very Good
10090790;Round;H;SI1;GIA;natural;Super Ideal
9856956;Round;G;VS2;GIA;natural;Super Ideal
9878034;Princess;D;SI1;GIA;natural;Very Good
9842016;Round;I;IF;GIA;natural;Very Good
9280971;Round;H;VVS1;IGI;natural;Ideal
10019855;Round;J;VS1;GIA;natural;Super Ideal
9877662;Round;F;SI2;GIA;natural;Very Good
10053289;Pear;D;VS1;GIA;natural;Very Good
9947320;Emerald;G;VS1;GIA;natural;Ideal
9733774;Round;E;SI1;GIA;natural;Ideal
9655151;Round;E;SI1;GIA;natural;Ideal
10039479;Round;E;SI1;GIA;natural;Super Ideal
9930185;Round;H;VS2;IGI;natural;Good
9944142;Oval;E;VS2;GIA;natural;Super Ideal
10050379;Round;D;VS2;GIA;natural;Very Good
9947099;Oval;D;VS2;GIA;natural;Ideal
9943863;Oval;E;VS2;GIA;natural;Ideal
10002192;Round;E;SI2;GIA;natural;Super Ideal
9998028;Oval;F;VS2;GIA;natural;Ideal
9716877;Round;G;VVS2;GIA;natural;Very Good
9854445;Round;E;SI1;GIA;natural;Ideal
9912765;Round;E;SI1;GIA;natural;Ideal
9926140;Round;F;SI1;GIA;natural;Super Ideal
9943793;Emerald;D;VVS2;GIA;natural;Ideal
9946283;Oval;F;VS2;GIA;natural;Ideal
9640102;Round;I;IF;GIA;natural;Very Good
10061727;Marquise;D;VS2;GIA;natural;Ideal
10053165;Round;I;VVS2;GIA;natural;Super Ideal
10072098;Round;E;SI1;GIA;natural;Super Ideal
9488648;Round;D;VS2;GIA;natural;Super Ideal
9404788;Round;G;VVS2;GIA;natural;Super Ideal
10028291;Round;D;VS1;GIA;natural;Super Ideal
9684067;Round;G;VVS2;GIA;natural;Super Ideal
9717915;Round;D;VS1;GIA;natural;Super Ideal
9488521;Round;D;VS1;GIA;natural;Super Ideal
10027232;Round;D;VS2;GIA;natural;Super Ideal
9488616;Round;D;VS2;GIA;natural;Super Ideal
9702114;Round;D;VS1;GIA;natural;Super Ideal
9815077;Round;D;VS1;GIA;natural;Super Ideal
9247061;Round;F;VVS2;GIA;natural;Super Ideal
9488524;Round;D;VS1;GIA;natural;Super Ideal
9240908;Round;F;VVS2;GIA;natural;Super Ideal
9754249;Round;D;VS1;GIA;natural;Super Ideal
9242739;Round;F;VVS2;GIA;natural;Super Ideal
9488522;Round;D;VS1;GIA;natural;Super Ideal
9244655;Round;F;VVS2;GIA;natural;Super Ideal
9701976;Round;D;VS1;GIA;natural;Super Ideal
9242452;Round;D;VVS2;GIA;natural;Ideal
9923313;Pear;E;VS1;GIA;natural;Ideal
9488475;Round;D;VS1;GIA;natural;Super Ideal
9488444;Round;D;VS2;GIA;natural;Super Ideal
9246900;Round;G;VVS1;GIA;natural;Super Ideal
9701989;Round;D;VS1;GIA;natural;Super Ideal
9702477;Round;F;VVS2;GIA;natural;Super Ideal
9967247;Round;E;VVS2;GIA;natural;Super Ideal
9488624;Round;D;VS1;GIA;natural;Super Ideal
9242415;Round;G;VVS2;GIA;natural;Super Ideal
10018238;Round;D;VS1;GIA;natural;Super Ideal
9928182;Round;D;SI2;GIA;natural;Super Ideal
9743890;Round;G;VS1;GIA;natural;Super Ideal
9964655;Round;D;SI2;GIA;natural;Super Ideal
10046477;Round;G;SI1;GIA;natural;Super Ideal
9998078;Round;D;SI2;GIA;natural;Super Ideal
9963996;Oval;D;VS2;GIA;natural;Ideal
9900238;Round;E;SI1;GIA;natural;Ideal
9946320;Emerald;G;SI1;GIA;natural;Ideal
9924601;Pear;E;VVS1;GIA;natural;Ideal
9930121;Round;I;VS1;IGI;natural;Good
9930193;Round;I;VS1;IGI;natural;Very Good
9963187;Round;F;VVS1;GIA;natural;Ideal
9855050;Round;E;SI1;GIA;natural;Super Ideal
10089107;Princess;H;VVS2;GIA;natural;Ideal
10065641;Round;G;SI1;GIA;natural;Very Good
9946215;Round;D;SI2;GIA;natural;Super Ideal
10084843;Round;E;IF;GIA;natural;Super Ideal
10083920;Round;D;VS2;GIA;natural;Ideal
10082409;Round;G;VVS1;GIA;natural;Super Ideal
10082563;Round;G;VVS1;GIA;natural;Super Ideal
10083084;Round;E;SI1;GIA;natural;Super Ideal
10087738;Round;E;VVS2;GIA;natural;Very Good
10078912;Round;E;SI2;GIA;natural;Super Ideal
10016940;Pear;F;VVS2;GIA;natural;Ideal
9953323;Oval;E;VS2;GIA;natural;Ideal
9928555;Pear;F;VS2;GIA;natural;Super Ideal
9749898;Round;F;VVS2;GIA;natural;Very Good
10073603;Round;F;SI2;GIA;natural;Super Ideal
9978988;Marquise;D;VS1;GIA;natural;Very Good
9944010;Emerald;E;VS2;GIA;natural;Super Ideal
10063117;Round;E;SI1;GIA;natural;Very Good
9801878;Round;H;VS2;GIA;natural;Super Ideal
10003085;Pear;D;SI1;GIA;natural;Very Good
9913523;Emerald;D;VS1;GIA;natural;Good
9888138;Pear;G;VS2;GIA;natural;Very Good
10090197;Round;G;SI2;GIA;natural;Super Ideal
9967508;Pear;H;SI2;GIA;natural;Ideal
9926650;Pear;G;SI1;GIA;natural;Very Good
9992007;Pear;G;VS2;GIA;natural;Ideal
9879199;Round;I;IF;GIA;natural;Super Ideal
9924845;Pear;E;VVS2;GIA;natural;Ideal
10053220;Emerald;D;VS1;GIA;natural;Ideal
9936234;Round;E;SI1;GIA;natural;Ideal
9588118;Emerald;E;SI1;GIA;natural;Very Good
9947294;Emerald;E;VS1;GIA;natural;Super Ideal
10002513;Marquise;E;VS1;GIA;natural;Ideal
9998275;Emerald;D;VS1;GIA;natural;Ideal
9928691;Emerald;D;VVS1;GIA;natural;Ideal
9945294;Emerald;E;VS2;GIA;natural;Super Ideal
9951315;Round;E;SI1;GIA;natural;Super Ideal
10053206;Round;F;SI2;GIA;natural;Super Ideal
10061013;Emerald;E;VS1;GIA;natural;Ideal
9928390;Marquise;G;VVS2;GIA;natural;Ideal
9733789;Round;E;SI1;GIA;natural;Ideal
9982236;Round;D;SI2;GIA;natural;Super Ideal
10028375;Marquise;D;VS1;GIA;natural;Ideal
9974877;Round;E;SI1;GIA;natural;Very Good
9676696;Round;E;VVS2;GIA;natural;Super Ideal
9488560;Round;D;VS1;GIA;natural;Super Ideal
9246646;Round;F;VVS2;GIA;natural;Super Ideal
9488677;Round;D;VS1;GIA;natural;Super Ideal
9246268;Round;F;VVS2;GIA;natural;Super Ideal
9488756;Round;D;VS1;GIA;natural;Super Ideal
9242335;Round;E;VVS2;GIA;natural;Super Ideal
10016197;Round;D;VS1;GIA;natural;Super Ideal
9488542;Round;D;VS1;GIA;natural;Super Ideal
9242763;Round;G;VVS2;GIA;natural;Super Ideal
9990185;Round;E;SI1;GIA;natural;Very Good
9702400;Round;D;VS1;GIA;natural;Super Ideal
10010633;Oval;D;VS2;GIA;natural;Good
10010603;Marquise;D;VS1;GIA;natural;Ideal
9963332;Round;I;SI2;GIA;natural;Ideal
9861043;Round;F;VS2;GIA;natural;Super Ideal
9947438;Round;E;SI1;GIA;natural;Very Good
9964708;Oval;D;VS2;GIA;natural;Ideal
10011184;Pear;F;VVS2;GIA;natural;Ideal
9924036;Round;E;SI1;GIA;natural;Ideal
9974393;Round;F;SI1;GIA;natural;Good
9930174;Round;I;VS1;IGI;natural;Good
9930207;Round;I;VS1;IGI;natural;Good
9930118;Round;I;VS1;IGI;natural;Ideal
9930157;Round;I;VS1;IGI;natural;Good
10073231;Emerald;E;VS1;GIA;natural;Ideal
9956954;Round;E;SI1;GIA;natural;Super Ideal
10078863;Round;E;VVS2;GIA;natural;Super Ideal
10079830;Round;D;VVS2;GIA;natural;Ideal
10028271;Round;H;VS1;GIA;natural;Very Good
10084308;Round;J;VVS1;GIA;natural;Super Ideal
10084847;Round;G;SI1;GIA;natural;Very Good
10086241;Round;E;VVS2;GIA;natural;Super Ideal
10080353;Oval;D;SI2;GIA;natural;Ideal
10087813;Round;H;VVS1;GIA;natural;Very Good
10054713;Round;I;VS2;GIA;natural;Super Ideal
10079567;Emerald;D;VS1;GIA;natural;Very Good
9947673;Oval;E;VS2;GIA;natural;Ideal
9840106;Round;H;VVS1;GIA;natural;Ideal
10022736;Round;D;SI2;GIA;natural;Super Ideal
9923418;Princess;F;IF;GIA;natural;Super Ideal
10048859;Emerald;H;VVS1;GIA;natural;Super Ideal
9876272;Marquise;F;VVS2;GIA;natural;Very Good
9876346;Oval;G;VS1;GIA;natural;Very Good
9700060;Heart;F;VS1;GIA;natural;Very Good
9865880;Round;E;SI2;GIA;natural;Ideal
10088236;Round;F;SI1;GIA;natural;Ideal
9787703;Round;E;SI1;GIA;natural;Ideal
9970531;Pear;D;VS2;GIA;natural;Very Good
10089316;Heart;H;VVS2;GIA;natural;Very Good
9904934;Pear;G;VS2;GIA;natural;Ideal
9701792;Round;E;SI1;GIA;natural;Ideal
9959281;Pear;D;SI1;GIA;natural;Ideal
10051766;Emerald;D;SI1;GIA;natural;Ideal
10088455;Princess;H;SI2;GIA;natural;Very Good
9930875;Round;E;SI1;GIA;natural;Very Good
9979899;Pear;D;VS2;GIA;natural;Very Good
9924713;Pear;D;VS2;GIA;natural;Very Good
9999504;Pear;D;SI1;GIA;natural;Very Good
10029615;Marquise;D;SI1;GIA;natural;Very Good
9886504;Oval;G;VS1;GIA;natural;Ideal
9953210;Heart;F;SI1;GIA;natural;Ideal
9876227;Heart;H;VS1;GIA;natural;Ideal
10024026;Oval;E;SI1;GIA;natural;Ideal
9933605;Pear;E;VS2;GIA;natural;Very Good
10087978;Emerald;E;IF;GIA;natural;Ideal
10090784;Emerald;D;VS2;GIA;natural;Super Ideal
9975483;Pear;H;VS1;GIA;natural;Super Ideal
9992974;Heart;E;SI1;GIA;natural;Ideal
9789453;Round;F;VVS1;GIA;natural;Super Ideal
9805432;Round;F;VVS1;GIA;natural;Super Ideal
9805459;Round;F;VVS1;GIA;natural;Super Ideal
9879673;Round;F;VVS1;GIA;natural;Super Ideal
9702139;Round;F;VVS1;GIA;natural;Super Ideal
9970268;Round;F;SI2;GIA;natural;Super Ideal
9911409;Round;I;VS2;GIA;natural;Good
9559288;Round;E;SI1;GIA;natural;Super Ideal
9805427;Round;E;SI1;GIA;natural;Ideal
9982046;Emerald;F;VVS2;GIA;natural;Ideal
9945049;Emerald;E;VS1;GIA;natural;Ideal
9566400;Round;H;VVS1;GIA;natural;Super Ideal
10034765;Round;J;IF;GIA;natural;Very Good
9990069;Round;D;SI2;GIA;natural;Super Ideal
9989090;Emerald;E;IF;GIA;natural;Ideal
10028494;Round;I;VVS2;GIA;natural;Super Ideal
10061693;Round;E;SI2;GIA;natural;Super Ideal
9947110;Oval;E;VS1;GIA;natural;Ideal
9951355;Oval;F;VS1;GIA;natural;Ideal
10028034;Round;E;SI1;GIA;natural;Ideal
9726793;Round;H;VVS1;GIA;natural;Ideal
9926658;Pear;E;VVS1;GIA;natural;Ideal
9981862;Round;D;SI2;GIA;natural;Super Ideal
9997542;Pear;F;VVS2;GIA;natural;Ideal
9943563;Oval;D;VS1;GIA;natural;Ideal
9945376;Emerald;F;VVS2;GIA;natural;Ideal
10065566;Round;I;VVS1;GIA;natural;Super Ideal
10067360;Oval;I;VS2;GIA;natural;Ideal
9869711;Round;E;VVS2;GIA;natural;Super Ideal
9404137;Round;D;VVS2;GIA;natural;Super Ideal
9967371;Round;D;VVS2;GIA;natural;Super Ideal
9488663;Round;D;VS1;GIA;natural;Super Ideal
9745962;Round;E;VVS2;GIA;natural;Super Ideal
9967339;Round;D;VVS2;GIA;natural;Ideal
9403884;Round;E;VS1;GIA;natural;Super Ideal
9726977;Round;E;VVS2;GIA;natural;Super Ideal
10072847;Round;H;VVS2;GIA;natural;Super Ideal
9951309;Round;E;SI1;GIA;natural;Super Ideal
9488596;Round;D;VS1;GIA;natural;Super Ideal
9696759;Round;E;VVS1;GIA;natural;Super Ideal
9488450;Round;D;VS1;GIA;natural;Super Ideal
9869762;Round;E;VVS1;GIA;natural;Super Ideal
9405049;Round;E;VVS2;GIA;natural;Super Ideal
9405135;Round;D;VVS2;GIA;natural;Super Ideal
10010966;Emerald;E;VS1;GIA;natural;Ideal
9926681;Round;G;SI1;GIA;natural;Super Ideal
10010438;Round;D;SI1;GIA;natural;Very Good
9943566;Oval;F;VS1;GIA;natural;Ideal
10010232;Round;D;SI1;GIA;natural;Ideal
10061685;Round;F;SI2;GIA;natural;Super Ideal
10063173;Round;E;SI2;GIA;natural;Super Ideal
9598435;Round;I;IF;GIA;natural;Super Ideal
9964531;Pear;E;VS2;GIA;natural;Ideal
10079043;Round;E;VVS2;GIA;natural;Super Ideal
9802248;Round;D;SI1;GIA;natural;Very Good
10083909;Round;I;VVS1;GIA;natural;Super Ideal
10084849;Round;E;VS2;GIA;natural;Super Ideal
10082494;Round;H;SI2;GIA;natural;Super Ideal
10086624;Round;G;SI2;GIA;natural;Ideal
10086382;Round;E;VVS2;GIA;natural;Super Ideal
10086133;Round;F;VS2;GIA;natural;Very Good
9969359;Round;G;VVS2;GIA;natural;Very Good
9899674;Round;E;VS2;GIA;natural;Super Ideal
9973760;Oval;F;VS1;GIA;natural;Ideal
10018065;Oval;E;VVS2;GIA;natural;Ideal
10016245;Round;D;SI1;GIA;natural;Ideal
9968135;Round;F;VS2;GIA;natural;Super Ideal
9753975;Round;H;VVS1;GIA;natural;Ideal
10048754;Emerald;D;VS2;GIA;natural;Super Ideal
9945490;Round;F;SI1;GIA;natural;Very Good
10022709;Emerald;F;VS1;GIA;natural;Ideal
10079329;Oval;E;SI1;GIA;natural;Super Ideal
9946310;Emerald;D;VS2;GIA;natural;Super Ideal
10021206;Oval;G;VS2;GIA;natural;Ideal
9957090;Pear;D;SI1;GIA;natural;Very Good
10022022;Round;E;SI2;GIA;natural;Super Ideal
9978922;Round;D;SI2;GIA;natural;Super Ideal
9844703;Round;E;SI1;GIA;natural;Ideal
10048803;Oval;D;VS2;GIA;natural;Ideal
10089025;Heart;D;SI1;GIA;natural;Very Good
9998353;Oval;G;VS1;GIA;natural;Ideal
9858870;Pear;E;VVS2;GIA;natural;Very Good
9967811;Round;E;VS2;GIA;natural;Ideal
10003515;Heart;H;VS2;GIA;natural;Good
9919373;Oval;D;SI1;GIA;natural;Very Good
10023813;Round;F;SI2;GIA;natural;Ideal
9924169;Heart;G;VS2;GIA;natural;Ideal
9897555;Marquise;D;SI1;GIA;natural;Ideal
10087893;Emerald;D;VS2;GIA;natural;Super Ideal
10087455;Oval;D;VS2;GIA;natural;Ideal
10086149;Round;G;VS2;GIA;natural;Ideal
10091331;Round;F;SI2;GIA;natural;Super Ideal
9932753;Princess;F;SI2;GIA;natural;Ideal
9892628;Marquise;G;VS2;GIA;natural;Good
10002370;Oval;H;VS1;GIA;natural;Ideal
9945758;Emerald;D;SI1;GIA;natural;Ideal
9789455;Round;F;VVS1;GIA;natural;Super Ideal
9842255;Round;F;VVS1;GIA;natural;Super Ideal
9647905;Round;F;VVS1;GIA;natural;Super Ideal
10043722;Round;F;VVS2;GIA;natural;Super Ideal
9926166;Round;H;SI1;GIA;natural;Super Ideal
9982432;Marquise;D;VS2;GIA;natural;Ideal
10053273;Oval;D;SI1;GIA;natural;Ideal
9565922;Round;H;VVS1;GIA;natural;Super Ideal
9566583;Round;H;VVS2;GIA;natural;Super Ideal
9965645;Round;H;SI1;GIA;natural;Very Good
10060797;Round;F;VVS2;GIA;natural;Ideal
9730871;Oval;D;SI1;GIA;natural;Ideal
9251424;Round;J;VVS2;GIA;natural;Ideal
9696806;Round;J;VVS2;GIA;natural;Very Good
9947663;Emerald;D;VS1;GIA;natural;Ideal
9998210;Round;D;SI1;GIA;natural;Very Good
10002220;Round;E;SI1;GIA;natural;Super Ideal
9945020;Oval;E;VS2;GIA;natural;Ideal
9989118;Princess;F;VVS2;GIA;natural;Ideal
9943747;Round;D;VS2;GIA;natural;Ideal
9712962;Round;F;VVS2;GIA;natural;Ideal
9998196;Round;E;SI1;GIA;natural;Super Ideal
9982023;Round;D;SI1;GIA;natural;Ideal
10065261;Round;G;SI1;GIA;natural;Ideal
10069769;Round;F;SI1;GIA;natural;Very Good
9245649;Round;E;VVS2;GIA;natural;Super Ideal
9240722;Round;E;VVS2;GIA;natural;Super Ideal
9242171;Round;D;VVS2;GIA;natural;Super Ideal
9967309;Round;D;VVS2;GIA;natural;Super Ideal
9405573;Round;D;VVS2;GIA;natural;Super Ideal
10028288;Round;E;VVS2;GIA;natural;Super Ideal
9405395;Round;D;VVS2;GIA;natural;Super Ideal
9240963;Round;F;VVS2;GIA;natural;Super Ideal
9967209;Round;D;VVS2;GIA;natural;Super Ideal
9245076;Round;E;VVS2;GIA;natural;Super Ideal
9245806;Round;F;VVS2;GIA;natural;Ideal
9243797;Round;D;VVS2;GIA;natural;Super Ideal
9404853;Round;D;VVS2;GIA;natural;Super Ideal
9240871;Round;F;VVS2;GIA;natural;Ideal
9697269;Round;E;SI1;GIA;natural;Ideal
9908276;Round;H;VVS2;GIA;natural;Ideal
9927647;Marquise;D;VS1;GIA;natural;Super Ideal
10065588;Round;F;SI1;GIA;natural;Ideal
9549801;Round;F;VVS2;GIA;natural;Super Ideal
9981865;Round;D;SI2;GIA;natural;Super Ideal
10010601;Emerald;E;VS1;GIA;natural;Super Ideal
10010383;Round;D;SI2;GIA;natural;Super Ideal
10000617;Round;I;VVS1;GIA;natural;Ideal
10075290;Round;J;SI1;GIA;natural;Super Ideal
10053129;Round;F;SI1;GIA;natural;Super Ideal
9997496;Round;H;SI1;GIA;natural;Super Ideal
9997328;Round;H;SI1;GIA;natural;Super Ideal
10083793;Round;F;VS2;GIA;natural;Ideal
10085639;Round;I;SI1;GIA;natural;Very Good
10085178;Round;F;VVS2;GIA;natural;Very Good
10080085;Marquise;D;SI2;GIA;natural;Ideal
10083486;Round;I;VS2;GIA;natural;Super Ideal
10087870;Round;H;VVS1;GIA;natural;Very Good
10017161;Round;F;SI1;GIA;natural;Super Ideal
10087964;Round;D;SI1;GIA;natural;Very Good
10083449;Round;D;VS1;GIA;natural;Super Ideal
10089868;Round;H;VS2;GIA;natural;Super Ideal
10018571;Emerald;D;VS1;GIA;natural;Ideal
9999496;Pear;I;SI2;GIA;natural;Ideal
